"","x"
"run_00001",0.407883211125105
"run_00002",0.0690221430758973
"run_00003",0.356130418561161
"run_00004",0.131885573353749
"run_00005",0.284175540658359
"run_00006",0.367280273567039
"run_00007",0.285197714061845
"run_00008",0.236916812568826
"run_00009",0.429971519952648
"run_00010",0.168992180405278
"run_00011",-0.518611306553918
"run_00012",0.165013153670187
"run_00013",0.113967537355952
"run_00014",0.410668869405642
"run_00015",0.377975183370357
"run_00016",-0.0838973944599248
"run_00017",0.206812092752095
"run_00018",-1.31361122563196
"run_00019",-0.0587446825842848
"run_00020",0.538736512985078
"run_00021",-0.589370132033652
"run_00022",0.41911465303255
"run_00023",-0.852407351294598
"run_00024",-1.41653832743219
"run_00025",0.285351365802073
"run_00026",-1.21325102739988
"run_00027",-0.598856836289528
"run_00028",-1.10001786201494
"run_00029",0.196010406539368
"run_00030",0.159304089280883
"run_00031",-0.928918944174881
"run_00032",0.0172582535887281
"run_00033",-0.15074858369478
"run_00034",0.267280579332348
"run_00035",-1.3001130180167
"run_00036",0.413477929858391
"run_00037",0.00287143648628141
"run_00038",0.341075205898409
"run_00039",-0.53244435460678
"run_00040",0.349469135623896
"run_00041",-0.789587363565137
"run_00042",0.441972601336262
"run_00043",0.0655041203463892
"run_00044",0.247080162747426
"run_00045",-0.0782181309323262
"run_00046",0.251263735653501
"run_00047",-0.154520585595382
"run_00048",0.369254985133329
"run_00049",-0.364747006949544
"run_00050",0.236526085343643
"run_00051",-1.33003303188624
"run_00052",0.111254067416315
"run_00053",-1.08766860731072
"run_00054",-0.725355044907491
"run_00055",-1.07659742868619
"run_00056",0.197077265339851
"run_00057",0.260168337992065
"run_00058",0.439434050366758
"run_00059",-1.63042167274655
"run_00060",-0.082283408672063
"run_00061",0.276580989634725
"run_00062",0.168633747896675
"run_00063",0.375147702013135
"run_00064",-0.0874763078499639
"run_00065",0.5376700529192
"run_00066",-2.68625817799545
"run_00067",-0.627490974721911
"run_00068",-0.735338805589573
"run_00069",0.327324567456867
"run_00070",0.15511112718306
"run_00071",0.315886986951824
"run_00072",0.123036884702661
"run_00073",0.449103835026096
"run_00074",-0.508082205476782
"run_00075",0.389189117338388
"run_00076",-0.793153965718154
"run_00077",0.0700142092564278
"run_00078",-2.41214755658118
"run_00079",-0.705252682174238
"run_00080",0.332379515119312
"run_00081",0.350058256224194
"run_00082",-0.199563167061499
"run_00083",0.341603569729608
"run_00084",0.0813158730634063
"run_00085",0.274257978487523
"run_00086",0.120160403876699
"run_00087",-0.274377732453821
"run_00088",0.0376756431455094
"run_00089",0.37446881947045
"run_00090",0.298090758112074
"run_00091",0.498674983064118
"run_00092",0.337535774274654
"run_00093",-0.481871263269475
"run_00094",0.131941064000853
"run_00095",0.044050306498557
"run_00096",0.244962021264135
"run_00097",-1.5467895720168
"run_00098",0.327275448183658
"run_00099",-0.572417997466086
"run_00100",0.311417138940861
"run_00101",0.456204352989637
"run_00102",-0.263882637627631
"run_00103",0.291670082859286
"run_00104",0.23831630763213
"run_00105",0.523047321254963
"run_00106",0.0142185097542983
"run_00107",0.196557193415653
"run_00108",0.0742376588001405
"run_00109",-0.744908834872694
"run_00110",0.612301220288991
"run_00111",-0.180397140059142
