"","x"
"run_00001",-0.1717695961477
"run_00002",0.485243448352789
"run_00003",-1.18743751658694
"run_00004",-1.34282776221108
"run_00005",0.227253073674995
"run_00006",0.27218605112335
"run_00007",0.228257980015611
"run_00008",-0.00755386484567921
"run_00009",0.0478165699721413
"run_00010",-0.028809094897944
"run_00011",-0.375431918851693
"run_00012",-0.537658227746595
"run_00013",-2.32639789116005
"run_00014",0.301876363164576
"run_00015",-0.461850609558467
"run_00016",0.187339875934225
"run_00017",-0.551221254188963
"run_00018",0.305406453534775
"run_00019",-1.14509436212148
"run_00020",0.225863564144416
"run_00021",0.215592133357691
"run_00022",0.442452349079827
"run_00023",0.274718989442218
"run_00024",-1.2839524452286
"run_00025",-1.03902388929683
"run_00026",0.317827856674447
"run_00027",0.380961538390893
"run_00028",-0.842926039870806
"run_00029",0.288126386200853
"run_00030",-0.673566301476115
"run_00031",0.438653551723359
"run_00032",0.082122771219328
"run_00033",0.504154446648439
"run_00034",-0.106591224826079
"run_00035",0.252631478395111
"run_00036",0.273127065433233
"run_00037",0.362160173059667
"run_00038",-0.806735922815663
"run_00039",0.28947240777852
"run_00040",0.448330531503327
"run_00041",0.309303734875666
"run_00042",-0.755556617846664
"run_00043",-0.145103494878859
"run_00044",-0.223420487451532
"run_00045",-0.103074296960641
"run_00046",-0.186305155634002
"run_00047",-0.158716875735624
"run_00048",-0.897127824664077
"run_00049",-0.724481381034389
"run_00050",0.236226017554704
"run_00051",0.333165961290995
"run_00052",-0.0806546640225594
"run_00053",-0.379103762810099
"run_00054",-0.25137376773863
"run_00055",-1.16366202714696
"run_00056",0.319279358915947
"run_00057",-0.538250545726401
"run_00058",0.341719955551045
"run_00059",0.163495590670292
"run_00060",-0.694561274097446
"run_00061",0.171977318877285
"run_00062",0.317813591578227
"run_00063",-0.299056339109681
"run_00064",0.0853302217566322
"run_00065",0.484799441934144
"run_00066",0.399901326005246
"run_00067",0.280352328054409
"run_00068",0.397080739574974
"run_00069",-0.215779438523614
"run_00070",0.0710073545403179
"run_00071",-0.818813694632106
"run_00072",0.476754513326533
"run_00073",-0.992912603102302
"run_00074",-1.11183710450434
"run_00075",-1.02947046530148
"run_00076",-0.115596837777275
"run_00077",0.348777893350168
"run_00078",0.172032627269265
"run_00079",0.0236014350913796
"run_00080",0.141877350536577
"run_00081",0.100879970384634
"run_00082",0.461603371058923
"run_00083",-0.632251207122605
"run_00084",0.0520081898906645
"run_00085",0.161552053036752
"run_00086",-0.622090016702121
"run_00087",-1.48571364826172
"run_00088",-0.234213584886264
"run_00089",-0.638501901443623
"run_00090",-0.225045684418775
"run_00091",0.177397130509162
"run_00092",0.347709612256386
"run_00093",0.12235025585736
"run_00094",0.33727651980223
"run_00095",0.191723561444799
"run_00096",0.464169716902409
"run_00097",0.486274466113341
"run_00098",0.452188211105681
"run_00099",-0.654729202235934
"run_00100",-0.268963701445457
"run_00101",0.16103302178654
"run_00102",-0.776895214462376
"run_00103",-0.658294959305576
"run_00104",0.46602713289378
"run_00105",0.197451371863568
"run_00106",0.234681146185264
"run_00107",0.434626945403272
"run_00108",-0.218416655048528
"run_00109",0.356463201693087
"run_00110",0.151759113055772
"run_00111",-0.242343497579504
"run_00112",0.525894254290084
"run_00113",0.163615120531719
"run_00114",0.355242896005982
"run_00115",-0.0371992037845938
"run_00116",-0.584519216372925
"run_00117",0.195072027942542
