"","x"
"run_00001",0.343624460391784
"run_00002",0.201895303118725
"run_00003",0.317526048088431
"run_00004",0.195167399211393
"run_00005",0.261912102242512
"run_00006",-0.0929446809351298
"run_00007",-0.00614106758997068
"run_00008",0.0519865446714184
"run_00009",0.295356823611506
"run_00010",0.416031053343753
"run_00011",-0.598881236778591
"run_00012",0.106300737100675
"run_00013",-1.46857105496725
"run_00014",-0.0362606650290658
"run_00015",0.45919512090562
"run_00016",0.510912836757053
"run_00017",-1.447451544037
"run_00018",-0.0085543730413522
"run_00019",0.177788321852101
"run_00020",-0.364766951488663
"run_00021",-0.0267550700906414
"run_00022",0.325190449464983
"run_00023",0.0300800660931413
"run_00024",-0.328450799979133
"run_00025",-0.760906356200506
"run_00026",0.17701412997979
"run_00027",0.398754248275529
"run_00028",0.312755330797689
"run_00029",-0.150648638532174
"run_00030",0.0531464121816099
"run_00031",0.425689768114264
"run_00032",-1.02530464850681
"run_00033",-1.00517136806318
"run_00034",0.0779543573156537
"run_00035",0.0628397520066272
"run_00036",0.210075536152693
"run_00037",0.393421356126916
"run_00038",0.0946681112133213
"run_00039",-0.185450675463459
"run_00040",0.0375800786959667
"run_00041",0.248693307887094
"run_00042",-1.57209252970688
"run_00043",0.51248951053113
"run_00044",-0.0414634420337152
"run_00045",-1.28350758700114
"run_00046",0.300208733914537
"run_00047",0.396678941067104
"run_00048",0.440606598098409
"run_00049",-0.106059014034224
"run_00050",-0.267802757601379
"run_00051",0.386799438163233
"run_00052",-0.521911252624654
"run_00053",-0.0552619175062075
"run_00054",0.337752892172333
"run_00055",-0.357694471994095
"run_00056",-0.015562871779019
"run_00057",0.412886025814989
"run_00058",0.12313848753827
"run_00059",0.124641230822945
"run_00060",0.28143020297937
"run_00061",-0.0915429494467459
"run_00062",-0.27469028353914
"run_00063",-0.34007716253473
"run_00064",-1.55874811460402
"run_00065",0.390735714646989
"run_00066",-0.313508713870175
"run_00067",0.327941779876749
"run_00068",0.0387723128177517
"run_00069",0.121604581355932
"run_00070",-0.301682452330469
"run_00071",0.39629837061661
"run_00072",0.264590048314968
"run_00073",-0.132068730433488
"run_00074",0.401525765963617
"run_00075",-0.1719748748893
"run_00076",0.217127665448467
"run_00077",-1.00605320010584
"run_00078",0.242721166181062
"run_00079",-1.16705960108329
"run_00080",0.0570510230871478
"run_00081",0.226482421145842
"run_00082",-0.290912763334984
"run_00083",0.312787010988352
"run_00084",0.11724866751333
"run_00085",0.204105354206639
"run_00086",0.401888184912496
"run_00087",-1.16447690930969
"run_00088",0.500203148494987
"run_00089",-0.667866781011235
"run_00090",-0.2217259323458
"run_00091",0.0873576306085498
"run_00092",-1.43457367257246
"run_00093",0.458351752968399
"run_00094",-0.0180786375283459
"run_00095",0.00432482348775676
"run_00096",0.354166647085374
"run_00097",-0.434575546925583
"run_00098",0.241337656065224
"run_00099",0.432138676287887
"run_00100",-0.0232280850181745
"run_00101",0.136446348302031
"run_00102",0.16176480652314
"run_00103",0.11596028027206
"run_00104",0.135477819737578
"run_00105",0.494216144993353
"run_00106",0.404373117773791
"run_00107",0.461270088772619
"run_00108",-0.735237784821434
"run_00109",0.422501782688348
"run_00110",-0.841495486462926
"run_00111",0.37497090992548
"run_00112",-0.306434246696119
"run_00113",-0.0660614603907217
"run_00114",-0.425131328867952
"run_00115",0.220083098257067
"run_00116",0.34259965183431
"run_00117",-0.552288955184767
"run_00118",0.195836337164157
"run_00119",-1.40355515524013
"run_00120",0.152115094584862
"run_00121",0.333376509865851
"run_00122",0.292392191467412
"run_00123",0.431476999211771
"run_00124",0.233424894493585
"run_00125",0.357215987782204
"run_00126",-1.534027141977
"run_00127",0.431234946638054
"run_00128",0.0193488319379048
"run_00129",0.464011181604794
"run_00130",-0.0464125759635521
"run_00131",0.150859920686343
"run_00132",0.261210512026613
"run_00133",-1.93608262459068
"run_00134",0.191209351540752
"run_00135",0.205033989260322
"run_00136",-0.0808426114148364
"run_00137",0.424657503076886
"run_00138",0.035394494195265
"run_00139",-0.362979763069105
"run_00140",-1.26013719251394
"run_00141",0.382861119639198
"run_00142",0.352535008719502
"run_00143",0.307593953443112
"run_00144",-1.34047849558402
"run_00145",0.454835110610344
"run_00146",0.1875894938913
"run_00147",0.146554961330347
"run_00148",0.35092347349165
"run_00149",0.265656308344467
"run_00150",0.438935100054644
"run_00151",0.250769721757031
"run_00152",0.375214803805609
"run_00153",0.293117987788454
"run_00154",0.494205027994637
"run_00155",-1.04432721227196
"run_00156",-0.898827573985864
"run_00157",-0.817211482794103
"run_00158",0.0468474818270654
"run_00159",-0.0277501419741832
"run_00160",0.0347047921622305
"run_00161",-0.125566445653901
"run_00162",0.357429570144873
"run_00163",0.178401441197432
"run_00164",0.0368967002025485
"run_00165",0.430349274486601
"run_00166",0.390538760294489
"run_00167",0.408549803315666
