"","x"
"run_00001",-2.32361707565652
"run_00002",-0.113435967301972
"run_00003",-0.160560019589735
"run_00004",-0.559343500423658
"run_00005",0.443837745367379
"run_00006",0.0815276315632174
"run_00007",0.0239945279431342
"run_00008",-1.15981651177546
"run_00009",-0.165155740403654
"run_00010",0.0744517522127136
"run_00011",0.171079239572353
"run_00012",0.314127209815032
"run_00013",-0.0680596718655266
"run_00014",0.446532109676164
"run_00015",0.370095210085087
"run_00016",-0.6296070623993
"run_00017",0.214924916560449
"run_00018",0.471737497418451
"run_00019",-0.0742159010304071
"run_00020",-0.67060794402796
"run_00021",-0.591957444780683
"run_00022",0.514779069604577
"run_00023",0.187824105524891
"run_00024",0.381084642555414
"run_00025",0.46022728507189
"run_00026",0.328351777055786
"run_00027",0.288425132977679
"run_00028",0.0836805987585744
"run_00029",-0.0218822570373969
"run_00030",0.0609739297804165
"run_00031",-0.907194225498898
"run_00032",0.273830452478106
"run_00033",0.284311541349678
"run_00034",-0.0889564914411509
"run_00035",-1.48973406639769
"run_00036",-0.139539757183417
"run_00037",0.440860990579397
"run_00038",-0.754343161904255
"run_00039",0.341499000601163
"run_00040",-0.15055784956042
"run_00041",-0.550790632941783
"run_00042",-0.962759273835225
"run_00043",0.365824046646273
"run_00044",-0.08892501450833
"run_00045",0.198790725884527
"run_00046",0.0948185524614839
"run_00047",0.316594119726005
"run_00048",0.354781950077859
"run_00049",0.0836887243262865
"run_00050",0.299913125346718
"run_00051",0.417534630477596
"run_00052",-0.413618469271724
"run_00053",0.386997828671688
"run_00054",0.30069908290802
"run_00055",0.0891312885060048
"run_00056",0.345911104357401
"run_00057",-0.971760096367479
"run_00058",0.350991006488527
"run_00059",-2.78776536741125
"run_00060",0.288401537417289
"run_00061",0.359850669475959
"run_00062",-0.721070182318366
"run_00063",0.49748444556889
"run_00064",-1.35775634079699
"run_00065",0.38290849844539
"run_00066",0.119150615245023
"run_00067",-1.31000599955515
"run_00068",-0.0877366950559046
"run_00069",0.141595954051491
"run_00070",0.51603871481966
"run_00071",0.351367935037445
"run_00072",0.27058213090231
"run_00073",-1.09818488013818
"run_00074",-0.373706677549096
"run_00075",0.105536333537823
"run_00076",-1.66941762177615
"run_00077",0.28392830541411
"run_00078",-0.496037866483589
"run_00079",-0.0600253501421393
"run_00080",0.028740638003958
