"","x"
"run_00001",0.0591838724784761
"run_00002",-0.510047646375962
"run_00003",0.30960580057671
"run_00004",-0.778708578377284
"run_00005",-0.0540584315363855
"run_00006",0.172036524811461
"run_00007",-0.574303059962714
"run_00008",-0.371752210620738
"run_00009",0.194866230092957
"run_00010",-0.534931770484608
"run_00011",0.262910864533344
"run_00012",0.339466063973108
"run_00013",0.11139245143386
"run_00014",-0.559033878583344
"run_00015",-0.271286988966727
"run_00016",0.163565934971206
"run_00017",-1.12478087168883
"run_00018",-0.36410551567626
"run_00019",-0.351177731198881
"run_00020",0.172869404023293
"run_00021",0.0914312883463956
"run_00022",0.0130268042614816
"run_00023",-0.0625961816445988
"run_00024",0.0795833534507234
"run_00025",-0.449609281925118
"run_00026",0.117666396992685
"run_00027",0.334020171727536
"run_00028",0.421276911846613
"run_00029",0.425533996683103
"run_00030",-1.08905410558907
"run_00031",0.118661478381479
"run_00032",0.0628915326786554
"run_00033",-1.84339886309098
"run_00034",-0.136055605980443
"run_00035",-0.561697312184668
"run_00036",0.190683503125039
"run_00037",0.0829447013842872
"run_00038",-0.417164990697022
"run_00039",0.17081399843388
"run_00040",-1.56503008240662
"run_00041",0.173237088398882
"run_00042",0.26850455269673
"run_00043",0.030455927010989
"run_00044",-0.443156027240598
"run_00045",-0.179423704975844
"run_00046",0.413368043969775
"run_00047",0.410408389480386
"run_00048",0.439810549798989
"run_00049",-0.327683806049774
"run_00050",0.390476046598553
"run_00051",-0.218919222342358
"run_00052",0.179561069431734
"run_00053",0.192398945807053
"run_00054",-0.949086384239936
"run_00055",0.301102997105652
"run_00056",0.207439850915387
"run_00057",0.33388560856939
"run_00058",0.389965197771103
"run_00059",-1.50752885158256
"run_00060",-0.0153585747237073
"run_00061",0.392413911306619
"run_00062",-1.37965195872933
"run_00063",-1.58384063519162
"run_00064",0.0103173950849657
"run_00065",0.425757949148058
"run_00066",0.170249623242741
"run_00067",0.517880895182552
"run_00068",0.33854865045216
"run_00069",-0.953834223785972
"run_00070",0.333649002850754
"run_00071",-0.48686766103852
"run_00072",0.0948784493164961
"run_00073",0.45591766913775
"run_00074",0.351605266438899
"run_00075",-0.262102591385554
"run_00076",-0.384496877889818
"run_00077",-0.820237698042682
"run_00078",0.310427875663582
"run_00079",-1.35116018540137
"run_00080",0.203974013849733
"run_00081",-0.479228155760233
"run_00082",0.436336940648853
"run_00083",-0.194898308968662
"run_00084",0.475491937368797
"run_00085",-0.19101478853053
"run_00086",-0.072963066602143
"run_00087",0.076705654594721
"run_00088",0.193532892973884
"run_00089",-0.467098062355835
"run_00090",-1.11516112709973
"run_00091",0.211468510463983
"run_00092",-0.015855310474953
"run_00093",0.120883397794235
"run_00094",0.33310073589313
"run_00095",-0.155125946994332
"run_00096",-1.05409530274267
"run_00097",0.529744624473791
"run_00098",0.278964843559841
"run_00099",0.484305625989218
"run_00100",-0.743124845114084
"run_00101",0.259103318510929
"run_00102",-1.09466839408753
"run_00103",0.154004427146668
"run_00104",-0.697216919951262
"run_00105",0.294774236282501
"run_00106",0.184333671887681
"run_00107",-0.755537249476965
"run_00108",-0.174956776637213
"run_00109",0.421005627560837
"run_00110",-0.233900921201586
"run_00111",-0.127707823231026
"run_00112",-0.235165959739378
"run_00113",-0.0491125386581968
"run_00114",0.489828299929214
"run_00115",0.303166399486784
"run_00116",-0.20167381165197
"run_00117",-0.565039101522599
"run_00118",-0.391122832253063
"run_00119",0.227487347224391
"run_00120",-0.066285142039501
"run_00121",0.203148028478442
"run_00122",-0.197497010141212
"run_00123",-0.0585291192200761
"run_00124",-0.669032136888412
"run_00125",-0.168844963236257
"run_00126",0.299826847960373
"run_00127",0.437809772696365
"run_00128",0.391137886114039
